Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
TRANSFER,2,4,-27.61,35.99,Advance shipping,0,29,Shop By Sport,Ypsilanti,EE. UU.,Dorothy,11535,Moon,Consumer,MI,3683 Thunder Autoroute,48197.0,5,Golf,42.22761917,-83.64476776,Pacific Asia,Seúl,Corea del Sur,11535,4.0,0.1,39.99,-0.77,1,39.99,35.99,-27.61,Eastern Asia,Seúl,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,4,4,26.88,84.0,Shipping on time,0,24,Women's Apparel,Long Beach,EE. UU.,Wayne,12053,Mcclure,Corporate,CA,100 Jagged Cloud Pathway,90805.0,5,Golf,33.76839829,-118.1887589,USCA,New York City,Estados Unidos,12053,16.0,0.16,50.0,0.32,2,100.0,84.0,26.88,East of USA,Nueva York,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,4,4,42.0,149.99,Shipping on time,0,48,Water Sports,Saint Charles,EE. UU.,Mary,9311,Rodriguez,Consumer,MO,9077 Honey Route,63301.0,7,Fan Shop,38.71305084,-90.35411835,USCA,Houston,Estados Unidos,9311,50.0,0.25,199.99,0.28,1,199.99,149.99,42.0,US Center ,Texas,CLOSED,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,0,0,16.5,132.0,Shipping on time,0,24,Women's Apparel,Brighton,EE. UU.,Mary,5311,Smith,Corporate,MA,5198 Colonial Loop,2135.0,5,Golf,42.34962845,-71.15328217,Africa,Mogadishu,Somalia,5311,18.0,0.12,50.0,0.13,3,150.0,132.0,16.5,East Africa,Benadir,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day
PAYMENT,1,0,25.61,290.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Nicole,6931,Smith,Consumer,PR,3385 Cotton Wharf,725.0,7,Fan Shop,18.25682068,-66.37062073,Africa,Johannesburg,SudAfrica,6931,9.0,0.03,299.98,0.09,1,299.98,290.98,25.61,Southern Africa,Gauteng,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Same Day
TRANSFER,4,4,129.89,299.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,James,10757,Pacheco,Consumer,PR,2146 Old Trace,725.0,7,Fan Shop,18.26294708,-66.37057495,Pacific Asia,Surabaya,Indonesia,10757,0.0,0.0,299.98,0.43,1,299.98,299.98,129.89,Southeast Asia,Java Oriental,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,6,2,19.2,169.93,Late delivery,1,46,Indoor/Outdoor Games,Hialeah,EE. UU.,Andrew,11192,Dickson,Consumer,FL,6764 Tawny Link,33016.0,7,Fan Shop,25.87724495,-80.33294678,USCA,Tampa,Estados Unidos,11192,29.99,0.15,49.98,0.11,4,199.92,169.93,19.2,South of  USA ,Florida,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,4,4,40.65,82.97,Shipping on time,0,46,Indoor/Outdoor Games,Massillon,EE. UU.,Mary,1291,Smith,Home Office,OH,3909 Hidden Treasure Beach,44646.0,7,Fan Shop,40.75134277,-81.51682282,USCA,San Francisco,Estados Unidos,1291,16.99,0.17,49.98,0.49,2,99.96,82.97,40.65,West of USA ,California,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
CASH,6,4,32.37,107.89,Late delivery,1,18,Men's Footwear,Lansdale,EE. UU.,Megan,1712,Brown,Home Office,PA,1321 Cotton Horse Concession,19446.0,4,Apparel,40.25177002,-75.25344849,USCA,Wilmington,Estados Unidos,1712,22.1,0.17,129.99,0.3,1,129.99,107.89,32.37,East of USA,Delaware,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,0,0,12.84,37.99,Shipping on time,0,29,Shop By Sport,Manati,Puerto Rico,Matthew,10607,Romero,Consumer,PR,623 Round Bluff Cape,674.0,5,Golf,18.43013001,-66.48731232,LATAM,Escuintla,Guatemala,10607,2.0,0.05,39.99,0.34,1,39.99,37.99,12.84,Central America,Escuintla,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day
TRANSFER,4,2,73.5,293.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Mary,1633,Johnson,Corporate,PR,4028 Jagged Quay,725.0,7,Fan Shop,18.27718735,-66.37059021,Europe,Toulon,Francia,1633,6.0,0.02,299.98,0.25,1,299.98,293.98,73.5,Western Europe,Provenza-Alpes-Costa Azul,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
CASH,6,2,73.07,208.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Tiffany,5169,Berger,Consumer,PR,6646 Hazy View Point,725.0,4,Apparel,18.22238922,-66.3706131,Pacific Asia,Bangkok,Tailandia,5169,31.19,0.13,59.99,0.35,4,239.96,208.77,73.07,Southeast Asia,Bangkok,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,6,4,127.76,377.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Mary,6348,Henson,Home Office,PR,3313 Golden Ridge,725.0,7,Fan Shop,18.21429825,-66.37050629,Pacific Asia,Guwahati,India,6348,22.0,0.06,399.98,0.34,1,399.98,377.98,127.76,South Asia,Assam,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,6,4,79.65,165.93,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Billy,9995,Smith,Consumer,PR,2905 Rocky Pines,725.0,7,Fan Shop,18.26107407,-66.37052155,Europe,Palermo,Italia,9995,33.99,0.17,49.98,0.48,4,199.92,165.93,79.65,Southern Europe,Sicilia,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,2,30.59,101.98,Shipping on time,0,17,Cleats,Apex,EE. UU.,Mary,2562,Anderson,Corporate,NC,8259 Colonial Heights,27502.0,4,Apparel,35.73103714,-78.85575104,LATAM,Bezerros,Brasil,2562,18.0,0.15,59.99,0.3,2,119.98,101.98,30.59,South America,Pernambuco,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,2,1,152.99,339.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Christine,3345,Smith,Consumer,PR,1557 High Spring Cove,725.0,7,Fan Shop,18.20210075,-66.37058258,USCA,Chicago,Estados Unidos,3345,60.0,0.15,399.98,0.45,1,399.98,339.98,152.99,US Center ,Illinois,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
TRANSFER,2,1,63.88,175.99,Late delivery,1,48,Water Sports,Encinitas,EE. UU.,Stephen,5100,Smith,Corporate,CA,7864 Broad Hickory Swale,92024.0,7,Fan Shop,33.04647064,-117.2896729,Pacific Asia,Bagcilar,Turquía,5100,24.0,0.12,199.99,0.36,1,199.99,175.99,63.88,West Asia,Estambul,PROCESSING,Pelican Sunstream 100 Kayak,199.99,First Class
PAYMENT,4,4,20.93,46.5,Shipping on time,0,24,Women's Apparel,Lewisville,EE. UU.,Andrea,8647,Shaw,Corporate,TX,2905 Sleepy Route,75067.0,5,Golf,32.98721314,-96.98584747,LATAM,Santiago de Cuba,Cuba,8647,3.5,0.07,50.0,0.45,1,50.0,46.5,20.93,Caribbean,Santiago de Cuba,PAYMENT_REVIEW,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,6,4,-917.95,339.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Randy,11048,Ball,Corporate,PR,2743 Hidden Blossom Square,725.0,7,Fan Shop,18.24233246,-66.37054443,Europe,Dijon,Francia,11048,60.0,0.15,399.98,-2.7,1,399.98,339.98,-917.95,Western Europe,Borgoña-Franco Condado,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,1,0,21.0,167.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Helen,5174,Miller,Consumer,PR,8771 Emerald Glade,725.0,7,Fan Shop,18.2787838,-66.37056732,Europe,Essen,Alemania,5174,32.0,0.16,199.99,0.13,1,199.99,167.99,21.0,Western Europe,Renania del Norte-Westfalia,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Same Day
DEBIT,5,2,4.1,163.99,Late delivery,1,48,Water Sports,Kaneohe,EE. UU.,Dylan,578,Knapp,Consumer,HI,1596 Rocky Run,96744.0,7,Fan Shop,33.88234711,-118.0990067,LATAM,Zihuatanejo,México,578,36.0,0.18,199.99,0.03,1,199.99,163.99,4.1,Central America,Guerrero,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,3,4,22.68,107.98,Advance shipping,0,17,Cleats,Carson,EE. UU.,Mary,1909,Smith,Corporate,CA,8270 Tawny Butterfly Inlet,90745.0,4,Apparel,33.83131027,-118.2677536,Pacific Asia,Yakarta,Indonesia,1909,12.0,0.1,59.99,0.21,2,119.98,107.98,22.68,Southeast Asia,Yakarta,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,28.22,83.49,Late delivery,1,13,Electronics,Caguas,Puerto Rico,Cheryl,4667,Gonzalez,Corporate,PR,5375 Iron Cloud Mews,725.0,3,Footwear,18.27949715,-66.37057495,USCA,San Francisco,Estados Unidos,4667,12.48,0.13,31.99,0.34,3,95.97,83.49,28.22,West of USA ,California,PENDING,Under Armour Women's Ignite Slide,31.99,Standard Class
TRANSFER,4,4,34.4,122.84,Shipping on time,0,18,Men's Footwear,Chicago,EE. UU.,Mary,2234,Smith,Consumer,IL,7731 Heather Mall ,60640.0,4,Apparel,41.96846008,-87.65660858,LATAM,Maracaibo,Venezuela,2234,7.15,0.06,129.99,0.28,1,129.99,122.84,34.4,South America,Zulia,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,2,1,3.58,31.67,Late delivery,1,37,Electronics,Houston,EE. UU.,Roy,8141,Smith,Home Office,TX,2199 Silver Autumn Key,77072.0,6,Outdoors,29.77641296,-95.3724823,LATAM,Culiacán,México,8141,0.32,0.01,31.99,0.11,1,31.99,31.67,3.58,Central America,Sinaloa,PENDING_PAYMENT,Bridgestone e6 Straight Distance NFL San Dieg,31.99,First Class
TRANSFER,3,2,23.17,205.0,Shipping canceled,0,24,Women's Apparel,Tucson,EE. UU.,Mary,3175,Little,Corporate,AZ,8988 Shady Park,85713.0,5,Golf,32.19872284,-110.9685822,LATAM,Holguín,Cuba,3175,45.0,0.18,50.0,0.11,5,250.0,205.0,23.17,Caribbean,Holguín,SUSPECTED_FRAUD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
TRANSFER,3,2,15.0,59.99,Shipping canceled,0,17,Cleats,Henderson,EE. UU.,Rachel,8170,Smith,Consumer,NV,5662 Tawny Concession,89014.0,4,Apparel,36.06906128,-115.0822067,Europe,Dundee,Reino Unido,8170,0.0,0.0,59.99,0.25,1,59.99,59.99,15.0,Northern Europe,Escocia,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,5,2,-391.96,489.95,Late delivery,1,9,Cardio Equipment,South Ozone Park,EE. UU.,Mary,7890,Smith,Home Office,NY,1799 Cinder Estates,11420.0,3,Footwear,40.67544937,-73.81114197,Africa,Bamako,Mali,7890,10.0,0.02,99.99,-0.8,5,499.95,489.95,-391.96,West Africa,Bamako,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
CASH,6,4,50.23,109.19,Late delivery,1,18,Men's Footwear,San Jose,EE. UU.,Janet,7447,Dillon,Consumer,CA,6588 Umber Grove,95112.0,4,Apparel,37.33271027,-121.8783722,Europe,Emmen,Países Bajos,7447,20.8,0.16,129.99,0.46,1,129.99,109.19,50.23,Western Europe,Drenthe,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,2,146.14,298.25,Late delivery,1,73,Sporting Goods,Columbus,EE. UU.,Geraldine,19363,Mcfadden,Consumer,OH,7802 Gentle Creek Square,43228.0,2,Fitness,40.88164902,-81.25228119,Pacific Asia,Shantou,China,19363,29.5,0.09,327.75,0.49,1,327.75,298.25,146.14,Eastern Asia,Guangdong,ON_HOLD,Smart watch ,327.75,Second Class
TRANSFER,6,4,5.48,11.18,Late delivery,1,61,CDs ,Caguas,Puerto Rico,Evelyn,17783,Simon,Home Office,PR,9653 Stony Campus,725.0,9,Discs Shop,18.22053909,-66.03705597,Pacific Asia,Rangún,Myanmar (Birmania),17783,0.11,0.01,11.29,0.49,1,11.29,11.18,5.48,Southeast Asia,Rangún,PROCESSING,CDs of rock,11.29,Standard Class
TRANSFER,2,4,9.61,109.19,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,10920,Morgan,Home Office,PR,9494 Harvest Turnabout,725.0,4,Apparel,18.24746704,-66.37062073,LATAM,Puente Alto,Chile,10920,20.8,0.16,129.99,0.09,1,129.99,109.19,9.61,South America,Santiago de Chile,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,6,4,11.25,224.98,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,2000,Vance,Home Office,PR,4711 Grand Pioneer Promenade,725.0,3,Footwear,18.2179451,-66.3706131,Europe,Garbsen,Alemania,2000,74.99,0.25,99.99,0.05,3,299.97,224.98,11.25,Western Europe,Baja Sajonia,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,2,4,88.18,195.95,Advance shipping,0,29,Shop By Sport,Birmingham,EE. UU.,Hannah,1703,White,Corporate,AL,3579 Round Dale Woods,35215.0,5,Golf,33.62078095,-86.68096924,Africa,Algiers,Argelia,1703,4.0,0.02,39.99,0.45,5,199.95,195.95,88.18,North Africa,Alger,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,3,4,43.65,145.5,Advance shipping,0,24,Women's Apparel,Detroit,EE. UU.,Mary,3977,Smith,Consumer,MI,8341 Stony Avenue,48224.0,5,Golf,42.41482544,-82.9394455,USCA,Los Angeles,Estados Unidos,3977,4.5,0.03,50.0,0.3,3,150.0,145.5,43.65,West of USA ,California,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,3,4,98.99,299.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Martha,10975,Bolton,Consumer,PR,4955 Pleasant Grove Bay,725.0,7,Fan Shop,18.2353096,-66.37057495,USCA,San Diego,Estados Unidos,10975,0.0,0.0,299.98,0.33,1,299.98,299.98,98.99,West of USA ,California,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,2,4,15.36,31.99,Advance shipping,0,29,Shop By Sport,Fremont,EE. UU.,Mary,512,Harris,Consumer,CA,404 Red Acres,94539.0,5,Golf,37.55835342,-121.9795074,USCA,Dublín,Estados Unidos,512,8.0,0.2,39.99,0.48,1,39.99,31.99,15.36,East of USA,Ohio,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,2,1,152.44,419.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,1251,Adams,Consumer,PR,4114 Lost Blossom Farms,725.0,3,Footwear,18.2000103,-66.37052155,LATAM,Colima,México,1251,79.99,0.16,99.99,0.36,5,499.95,419.96,152.44,Central America,Colima,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,First Class
PAYMENT,2,4,79.79,284.98,Advance shipping,0,43,Camping & Hiking,Carrollton,EE. UU.,Mary,10029,Silva,Consumer,TX,1230 Crystal Lookout,75006.0,7,Fan Shop,32.96593094,-96.84902191,USCA,Cranston,Estados Unidos,10029,15.0,0.05,299.98,0.28,1,299.98,284.98,79.79,East of USA,Rhode Island,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,3,4,64.5,134.37,Advance shipping,0,29,Shop By Sport,Moreno Valley,EE. UU.,Mary,11422,Jones,Home Office,CA,4545 Dewy Apple Concession,92557.0,5,Golf,33.94717026,-117.253624,LATAM,Santo Domingo,República Dominicana,11422,25.59,0.16,39.99,0.48,4,159.96,134.37,64.5,Caribbean,Santo Domingo,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,4,4,13.41,216.34,Shipping on time,0,71,Music,Los Angeles,EE. UU.,Cally,16156,Workman,Home Office,CA,9236 Little Pony Wharf,90065.0,9,Discs Shop,34.11491013,-118.2400131,Pacific Asia,Brisbane,Australia,16156,44.31,0.17,260.65,0.06,1,260.65,216.34,13.41,Oceania,Queensland,PROCESSING,Rock music,260.65,Standard Class
DEBIT,5,4,-9.9,197.99,Late delivery,1,48,Water Sports,Brooklyn,EE. UU.,Robert,8005,Lambert,Consumer,NY,1546 Cinder Autumn Cape,11230.0,7,Fan Shop,40.63542938,-73.94217682,LATAM,Santo Domingo,República Dominicana,8005,2.0,0.01,199.99,-0.05,1,199.99,197.99,-9.9,Caribbean,Santo Domingo,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,4,4,65.34,179.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Brenda,12195,Moyer,Corporate,PR,952 Pleasant Bluff Pines,725.0,7,Fan Shop,18.2187748,-66.37056732,LATAM,Barranquilla,Colombia,12195,20.0,0.1,199.99,0.36,1,199.99,179.99,65.34,South America,Atlántico,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,6,4,58.45,167.01,Late delivery,1,37,Electronics,Caguas,Puerto Rico,William,10673,Garcia,Corporate,PR,372 Noble Park,725.0,6,Outdoors,18.21546555,-66.37062836,Pacific Asia,Medan,Indonesia,10673,24.95,0.13,47.99,0.35,4,191.96,167.01,58.45,Southeast Asia,Sumatra Septentrional,PROCESSING,Titleist Pro V1x High Numbers Golf Balls,47.99,Standard Class
DEBIT,4,4,54.54,188.08,Shipping on time,0,12,Boxing & MMA,Hickory,EE. UU.,Melissa,10732,Robertson,Home Office,NC,9383 Jagged Front,28601.0,3,Footwear,35.77666092,-81.36262512,Europe,Luton,Reino Unido,10732,1.9,0.01,94.99,0.29,2,189.98,188.08,54.54,Northern Europe,Inglaterra,COMPLETE,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.99,Standard Class
PAYMENT,6,4,66.8,230.36,Late delivery,1,17,Cleats,Denver,EE. UU.,Brian,9513,Rice,Corporate,CO,4388 Burning Goose Ridge,80219.0,4,Apparel,39.68975067,-105.0245895,USCA,New York City,Estados Unidos,9513,9.6,0.04,59.99,0.29,4,239.96,230.36,66.8,East of USA,Nueva York,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,5,2,22.71,67.18,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Zachary,6109,Tate,Consumer,PR,8916 Round Zephyr Ridge,725.0,5,Golf,18.20397568,-66.37054443,Pacific Asia,Korba,India,6109,12.8,0.16,39.99,0.34,2,79.98,67.18,22.71,South Asia,Chhattisgarh,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
TRANSFER,5,4,-61.41,272.95,Late delivery,1,17,Cleats,Fort Worth,EE. UU.,Mary,1919,Middleton,Corporate,TX,4079 Grand Freeway,76106.0,4,Apparel,32.8013916,-97.3302536,Pacific Asia,Surabaya,Indonesia,1919,27.0,0.09,59.99,-0.23,5,299.95,272.95,-61.41,Southeast Asia,Java Oriental,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,5,4,37.09,80.62,Late delivery,1,37,Electronics,Caguas,Puerto Rico,Anthony,3358,Wright,Home Office,PR,8950 Stony Forest Edge,725.0,6,Outdoors,18.29917145,-66.37054443,Africa,Algiers,Argelia,3358,15.36,0.16,47.99,0.46,2,95.98,80.62,37.09,North Africa,Alger,PENDING_PAYMENT,Titleist Pro V1x Golf Balls,47.99,Standard Class
TRANSFER,6,2,25.99,99.96,Shipping canceled,0,40,Accessories,Santa Cruz,EE. UU.,Amber,12111,Franco,Consumer,CA,8766 Clear Prairie Line,95060.0,6,Outdoors,36.97051239,-122.0238266,Pacific Asia,Mashhad,Irán,12111,24.99,0.2,24.99,0.26,5,124.95,99.96,25.99,South Asia,Jorasán Razaví,CANCELED,Team Golf New England Patriots Putter Grip,24.99,Second Class
TRANSFER,5,2,22.96,263.96,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,11344,Sparks,Consumer,PR,1534 Cinder View Thicket,725.0,4,Apparel,18.2042408,-66.37049866,Pacific Asia,Sydney,Australia,11344,35.99,0.12,59.99,0.09,5,299.95,263.96,22.96,Oceania,Nueva Gales del Sur,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,5,4,104.99,299.99,Late delivery,1,45,Fishing,Los Angeles,EE. UU.,Joyce,5775,Garcia,Home Office,CA,4868 Tawny Park,90004.0,7,Fan Shop,34.07558823,-118.2997131,USCA,Roswell,Estados Unidos,5775,100.0,0.25,399.98,0.35,1,399.98,299.99,104.99,South of  USA ,Georgia,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,2,4,158.39,351.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Mary,2683,Gallegos,Consumer,PR,7798 Dusty Path,725.0,7,Fan Shop,18.23755646,-66.37056732,Africa,Jartum,Sudán,2683,48.0,0.12,399.98,0.45,1,399.98,351.98,158.39,North Africa,Jartum,PROCESSING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,3,4,-53.46,327.98,Advance shipping,0,45,Fishing,San Francisco,EE. UU.,Jacob,1361,Harris,Home Office,CA,1790 Indian Treasure Pines,94109.0,7,Fan Shop,37.79023361,-122.4237061,Pacific Asia,Vijayawada,India,1361,72.0,0.18,399.98,-0.16,1,399.98,327.98,-53.46,South Asia,Andhra Pradesh,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
